Region,Soil_Type,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Climate,Days_to_Harvest,Crop,Rotation_Crop,Yield_tons_per_hectare
West,Loam,254.4357127459178,12.925103937522717,1,Sunny,140,Barley,Lentil,3.309334639770878
North,Clay,857.0464644229658,22.36833737179652,1,Sunny,162,Wheat,Lentil,5.105076532759362
North,Clay,1476.4304435015529,29.477445972762766,1,Rainy,132,Rice,Chickpea,8.423800568579614
North,Loam,743.2909024941197,29.940551873697498,1,Sunny,120,Soybean,Maize,6.681506916666892
West,Loam,836.9476977076101,28.133694999729286,1,Rainy,105,Soybean,Sorghum,5.729398129823135
North,Loam,688.0854869389461,21.860929913158593,1,Sunny,153,Barley,Chickpea,3.3930496860196815
West,Silt,605.0107911518835,21.02285576222809,1,Sunny,111,Maize,Potato,9.120234357259447
West,Clay,859.9756755466328,13.372181361672217,1,Sunny,161,Wheat,Pea,5.3569146263234035
South,Clay,449.32090249103885,20.514369837277883,1,Sunny,140,Barley,Chickpea,4.196043345335683
North,Loam,590.6858484692757,24.123183497256043,1,Sunny,143,Barley,Lentil,3.6363930959870094
North,Clay,1368.2680438671582,30.125511121560336,1,Rainy,118,Rice,Lentil,8.709565455565789
West,Clay,799.0063995855314,22.10533410908763,1,Rainy,123,Soybean,Sorghum,5.419912899080239
South,Loam,1011.0166799261294,25.38567306123118,1,Sunny,156,Cotton,Green Gram,7.021910951644784
East,Sand,630.7844444120946,22.204523798389168,1,Sunny,91,Maize,Groundnut,8.616451487656901
North,Loam,617.5094380167468,21.915669242859906,1,Sunny,146,Soybean,Sorghum,5.508517825612072
South,Black Soil,612.432730241375,32.52956565930717,1,Sunny,169,Cotton,Green Gram,7.396079781792632
West,Clay,375.1741222034036,24.452776244928607,1,Sunny,171,Barley,Mustard,4.057866148075271
East,Loam,387.3261273142971,18.175117033439854,1,Sunny,165,Barley,Mustard,3.2346653276067023
North,Loam,885.1514916842561,25.647820945246874,1,Sunny,167,Cotton,Soybean,6.3803908150227855
West,Silt,1737.3219894423212,20.219740228933833,1,Rainy,137,Rice,Green Gram,7.356053895780326
West,Loam,492.47143119522264,14.973847877050789,1,Sunny,125,Barley,Pea,4.053643293290925
South,Loam,1503.7555680901958,34.33453759130544,1,Rainy,145,Rice,Green Gram,8.50054418589734
West,Clay,1656.3761093998546,31.243613046458762,1,Rainy,96,Rice,Chickpea,8.156157496832062
South,Silt,753.6236624884552,20.00615817853836,1,Sunny,102,Maize,Soybean,9.373923528212249
West,Clay,761.4393924354636,20.776957931030488,1,Sunny,130,Wheat,Lentil,4.969926321774009
North,Loam,738.2991965796099,25.212562688925395,1,Sunny,113,Maize,Sweet Potato,8.779647194277427
North,Clay,601.1522973024386,13.889265845866829,1,Sunny,123,Barley,Lentil,4.2603515057515455
South,Silt,566.7173077968661,24.100747688949653,1,Sunny,91,Maize,Groundnut,9.487827847195483
West,Sandy Loam,548.5680542990326,17.35934352746178,1,Sunny,131,Barley,Mustard,4.227686223968846
East,Sandy Loam,757.059910637528,29.1965281024535,1,Sunny,150,Cotton,Wheat,7.046529047632113
North,Loam,502.50094699652004,17.325326463891077,1,Sunny,143,Wheat,Soybean,4.370796329166137
North,Clay,398.98923800806745,13.473512174183906,1,Sunny,135,Wheat,Soybean,5.3796631358207145
North,Loam,679.6952630278846,18.032142707011793,1,Sunny,121,Barley,Mustard,4.3260622013179155
East,Clay,1512.973472810292,21.79633223332268,1,Rainy,178,Rice,Green Gram,8.349733131035668
North,Loam,621.7378100647273,27.33564644963215,1,Rainy,109,Soybean,Sorghum,6.362740283352387
North,Sandy Loam,858.0988863779228,28.768924174792122,1,Sunny,163,Cotton,Green Gram,6.692620972370159
East,Silt,1414.326430826913,27.91651837716271,1,Rainy,125,Rice,Mustard,8.213640576457829
South,Silt,1380.8257968505295,31.450870116691437,1,Rainy,176,Rice,Lentil,8.213597554796554
West,Silt,1970.8081599171378,32.26916898134661,1,Rainy,171,Rice,Lentil,8.023503121225485
South,Clay,652.498545174883,29.272535572765392,1,Rainy,114,Soybean,Sorghum,5.4514118391497295
East,Loam,641.277655235308,17.368197744628226,1,Sunny,123,Barley,Pea,4.648118808794022
East,Clay,782.699161430502,22.07493186804846,1,Rainy,107,Soybean,Wheat,6.3145779094688725
South,Loam,558.5325711312871,13.42883633944473,1,Sunny,143,Wheat,Mustard,4.885266781426576
West,Sandy Loam,468.9462740474312,18.482367857851447,1,Sunny,168,Barley,Mustard,3.570336352798656
East,Loam,693.3526382846953,22.465410520451044,1,Sunny,115,Maize,Soybean,8.952612008422728
West,Loam,1035.7625972971366,27.74308486155779,1,Sunny,152,Cotton,Groundnut,7.231269646484587
West,Loam,263.96296283072604,16.769691546227435,1,Sunny,141,Barley,Lentil,3.9052757180643267
West,Loam,903.4773745522893,27.56818147639927,1,Sunny,163,Cotton,Soybean,7.5157131415458345
West,Loam,324.3549080826658,16.92107417248992,1,Sunny,141,Wheat,Pea,4.275476978782477
West,Loam,978.0290921516697,26.672268570232703,1,Sunny,164,Cotton,Groundnut,6.787842705412583
North,Black Soil,870.387954808336,28.77124151873167,1,Sunny,151,Cotton,Soybean,6.848438835227234
North,Sandy Loam,436.4269336255328,19.316917621113575,1,Sunny,130,Barley,Chickpea,4.3325665927902035
West,Sandy Loam,512.5671370192756,14.286821757967818,1,Sunny,177,Barley,Pea,3.899612781740122
West,Loam,625.5029572040363,20.03625608983063,1,Sunny,187,Wheat,Chickpea,5.228619457730087
North,Silt,659.6156781149616,19.032134207910723,1,Sunny,107,Maize,Soybean,8.553643037789588
West,Loam,487.5748754469139,22.242557920083755,1,Sunny,120,Barley,Chickpea,3.194410030433577
West,Sandy Loam,540.0598106796443,29.30410402629527,1,Rainy,131,Soybean,Barley,6.279098576527482
North,Loam,620.6330301081559,24.95763105650151,1,Sunny,140,Wheat,Chickpea,4.997698752389962
West,Loam,734.8592186281995,26.568466530160162,1,Sunny,114,Maize,Sweet Potato,9.3301877854419
North,Loam,903.2206096922198,31.484201479884995,1,Sunny,163,Cotton,Wheat,7.2731148659654
North,Loam,848.091777437802,14.197150878870223,1,Sunny,133,Wheat,Lentil,4.764838144754219
East,Loam,1029.2028190646884,31.503007884363576,1,Sunny,179,Cotton,Soybean,6.333862213236619
North,Loam,561.9675744764149,25.233953758299133,1,Rainy,146,Soybean,Wheat,6.024970941364709
South,Loam,1723.0005679583253,28.195071439489926,1,Rainy,129,Rice,Mustard,8.035593261814975
South,Silt,1543.3570204718058,30.616524539369344,1,Rainy,111,Rice,Green Gram,8.291830882320564
North,Clay,1579.629505300892,26.814252930196552,1,Rainy,103,Rice,Green Gram,7.9440010515357615
West,Loam,546.5639315369154,20.806059202859213,1,Sunny,104,Maize,Potato,8.976629562451832
South,Loam,424.46171137511874,19.38077689866688,1,Sunny,157,Barley,Chickpea,3.7474959517485282
West,Sandy Loam,818.5952540196918,28.149659396398327,1,Sunny,155,Cotton,Groundnut,7.6934093874417915
East,Loam,1759.3985524347406,33.603887220058596,1,Rainy,101,Rice,Lentil,8.031175515570911
West,Sand,611.4540210042468,26.779714607537045,1,Sunny,108,Maize,Sweet Potato,9.237090494656915
East,Clay,359.7278824851103,22.510201425390783,1,Sunny,155,Barley,Pea,4.074466899902544
South,Sandy Loam,673.0359264694815,20.357534063843104,1,Sunny,124,Barley,Chickpea,4.024717711092817
North,Loam,296.73293849445747,23.219474412175263,1,Sunny,153,Barley,Chickpea,3.9078978973664498
North,Loam,1632.5064100173552,34.1210053601463,1,Rainy,102,Rice,Lentil,8.707461547418799
South,Loam,1033.838240131912,28.07998962094102,1,Sunny,160,Cotton,Soybean,7.879218633222035
North,Clay,1320.0800988318406,24.245133470192382,1,Rainy,95,Rice,Green Gram,7.60769775143116
West,Clay,1323.1473797703434,33.86044189804916,1,Rainy,146,Rice,Green Gram,7.706976801359623
West,Clay,1060.526702359511,28.25676604610286,1,Rainy,143,Rice,Green Gram,7.504084174480895
East,Black Soil,614.862705379889,32.28299315631809,1,Sunny,151,Cotton,Wheat,7.5163962010966845
South,Loam,849.7335831249284,20.200530166144986,1,Sunny,205,Wheat,Chickpea,4.794184560789229
North,Black Soil,953.4392029785008,28.180693251179875,1,Sunny,179,Cotton,Soybean,7.798420001682856
East,Clay,797.9438128572801,21.268361000604905,1,Rainy,122,Soybean,Sorghum,5.635458329073988
South,Silt,589.9312971562689,20.24217256790689,1,Sunny,111,Maize,Sweet Potato,8.410896220038968
North,Sandy Loam,266.5286714213835,22.915709133392664,1,Sunny,150,Barley,Lentil,4.825959828228128
North,Silt,1853.560759463925,34.77524680478388,1,Rainy,125,Rice,Green Gram,8.620819871295957
East,Clay,760.8462181501434,13.052620461369331,1,Sunny,197,Wheat,Soybean,5.3393505708370785
North,Clay,605.3388557386409,18.875447640952714,1,Sunny,130,Barley,Lentil,4.369386443097181
South,Loam,1601.4400779153148,25.73180445552171,1,Rainy,112,Rice,Mustard,7.8841650300851045
North,Clay,892.0425347752382,22.13119130347877,1,Sunny,198,Wheat,Chickpea,5.18587272994808
North,Sand,506.6457898246699,19.012963054319066,1,Sunny,104,Maize,Groundnut,9.308828604721596
South,Sandy Loam,691.9484240441107,26.10301974178857,1,Rainy,99,Soybean,Barley,6.087426379302638
West,Sandy Loam,1018.8117767033123,27.874630660406794,1,Sunny,174,Cotton,Soybean,7.245330274060154
South,Loam,680.4478911338756,31.619282384736046,1,Sunny,179,Cotton,Groundnut,6.320324238997659
East,Clay,662.3425173362862,15.402580746570703,1,Sunny,125,Wheat,Soybean,4.426220881742574
North,Clay,331.6505270281932,17.44786111847753,1,Sunny,205,Wheat,Soybean,4.13421505428493
East,Loam,761.1953008632267,26.334255772121782,1,Sunny,163,Cotton,Soybean,6.898958021579574
West,Clay,365.84249802661293,22.292406847847296,1,Sunny,173,Wheat,Mustard,5.191425522966252
West,Loam,372.3535843389554,20.980937063656466,1,Sunny,132,Wheat,Soybean,4.787182474280667
West,Sandy Loam,1101.5585956924301,29.418453232570958,1,Sunny,161,Cotton,Green Gram,6.850416472142075
East,Sandy Loam,1118.1918925317145,29.833893276056237,1,Sunny,162,Cotton,Soybean,7.836107490907128
North,Loam,692.5570558600298,17.14297271542737,1,Sunny,165,Barley,Pea,4.303286191875781
East,Black Soil,1014.784285706869,28.527370066435346,1,Sunny,169,Cotton,Groundnut,6.49828707151573
South,Sand,539.889473193939,25.946472861357265,1,Sunny,103,Maize,Sweet Potato,9.22321535289674
South,Clay,487.02802500510114,21.376888896772194,1,Sunny,130,Barley,Chickpea,3.6896581028563724
North,Loam,746.6853985359852,28.644069265335954,1,Rainy,116,Soybean,Maize,5.782153247145571
North,Silt,1245.952914027852,30.18474159372184,1,Rainy,120,Rice,Mustard,7.744591798704574
East,Loam,750.7681944551357,12.412828198621021,1,Sunny,125,Wheat,Lentil,4.896195546779027
East,Loam,471.4074531120414,23.01356528309619,1,Sunny,142,Barley,Mustard,3.6841949765999575
West,Loam,874.1247131946262,28.258797605550853,1,Sunny,172,Cotton,Soybean,7.694174977300013
West,Sandy Loam,684.0245642270733,27.54611980621885,1,Rainy,146,Soybean,Wheat,5.243955342891133
North,Black Soil,800.4941355651697,31.382409644283808,1,Sunny,166,Cotton,Soybean,6.419806771171198
East,Sand,766.5396676609732,18.9337892015671,1,Sunny,105,Maize,Sweet Potato,9.932933507750533
West,Clay,521.9422160240601,24.81723900271504,1,Sunny,123,Barley,Mustard,3.9382081250406626
South,Clay,764.4709737791015,12.929032315511396,1,Sunny,141,Wheat,Mustard,5.2201423710487065
South,Sandy Loam,944.9610888550761,34.67341078396044,1,Sunny,152,Cotton,Soybean,7.395420562954743
East,Silt,616.8731839337595,25.001180850880882,1,Sunny,112,Maize,Potato,9.161813740330931
West,Loam,622.240306766157,34.476988860158876,1,Sunny,156,Cotton,Soybean,7.501127802569064
South,Clay,828.8789118663897,21.400350100302486,1,Sunny,98,Soybean,Sorghum,6.040234634434338
East,Clay,610.4634428411543,13.759275375038383,1,Sunny,139,Wheat,Chickpea,5.1741925499905665
North,Clay,514.6779137365138,20.847043330487683,1,Sunny,189,Wheat,Lentil,5.407934578199135
North,Sandy Loam,668.0312295899072,24.92955900612383,1,Sunny,140,Barley,Pea,4.084020968707205
North,Clay,464.1422634051395,23.02812460123439,1,Sunny,125,Barley,Chickpea,4.012624096409032
East,Silt,1364.8474936961272,25.15319674953858,1,Rainy,156,Rice,Mustard,7.5925972416045155
East,Loam,613.9888999193623,23.441756128360648,1,Sunny,109,Soybean,Barley,6.779537007130725
East,Loam,466.9332521492138,19.58188284731027,1,Sunny,177,Wheat,Lentil,5.018133366234947
East,Silt,740.6122722172972,24.293648743881384,1,Sunny,115,Maize,Potato,9.297328046013817
North,Loam,506.9174130973491,28.180083686608526,1,Sunny,147,Soybean,Wheat,5.787160450273956
West,Clay,1946.0742942387683,26.121456684440076,1,Rainy,168,Rice,Green Gram,8.668366456813555
East,Sand,670.6642151477265,22.2828882518167,1,Sunny,94,Maize,Groundnut,9.47094308196488
East,Clay,743.304994014293,20.22664474521924,1,Sunny,147,Soybean,Sorghum,5.405060780097373
North,Loam,574.427541800538,18.039077349848515,1,Sunny,107,Maize,Groundnut,8.803620695185906
East,Clay,548.2421731280255,20.000470904136165,1,Sunny,176,Barley,Lentil,3.3405343339811804
North,Black Soil,861.7715668861929,27.88836048477816,1,Sunny,172,Cotton,Groundnut,6.968245123496826
South,Black Soil,896.7640077956994,33.25190466701307,1,Sunny,178,Cotton,Wheat,6.688012628406364
South,Sandy Loam,639.3897358780583,13.791486707230138,1,Sunny,174,Barley,Mustard,3.7672411671181263
East,Clay,540.4558377925384,14.317155725174597,1,Sunny,170,Barley,Mustard,3.384999938535091
South,Clay,713.4893660081455,22.44463598231096,1,Sunny,121,Soybean,Maize,6.404513764183719
North,Clay,687.8656957299106,17.608020458593764,1,Sunny,147,Barley,Pea,3.9447180555688246
South,Silt,743.0317246340201,21.235199689266405,1,Sunny,113,Maize,Sweet Potato,8.740576164771234
South,Clay,1045.0201494571043,22.36838391662087,1,Rainy,92,Rice,Mustard,8.242068358313809
East,Loam,447.14372112040917,17.70095036792267,1,Sunny,173,Wheat,Chickpea,4.912317192541111
West,Clay,1752.881001042301,20.191833413781332,1,Rainy,108,Rice,Mustard,8.235737008322712
South,Sandy Loam,510.9659648209337,18.912743781293386,1,Sunny,155,Barley,Mustard,3.364728720228526
West,Sandy Loam,558.8823941894372,26.67007890254416,1,Rainy,107,Soybean,Maize,5.891147759249012
South,Sandy Loam,669.8004720262561,20.140065015726165,1,Rainy,134,Soybean,Wheat,6.627859485860102
North,Clay,523.1053547169189,22.373362833444975,1,Sunny,154,Barley,Lentil,3.590584628783692
South,Clay,831.3977216967841,17.306146295275923,1,Sunny,185,Wheat,Chickpea,5.300488003712694
West,Loam,600.7775279470668,25.88960433781568,1,Sunny,167,Cotton,Green Gram,7.177891399557933
South,Sandy Loam,256.3748174329607,13.542037566938056,1,Sunny,154,Barley,Mustard,4.606678944004605
West,Clay,610.7598380091088,22.904151035361558,1,Sunny,100,Soybean,Sorghum,6.685950035323437
North,Sandy Loam,1097.9478995180934,34.315299641843524,1,Sunny,167,Cotton,Green Gram,6.196269707968146
West,Loam,729.210221463471,26.651955736499602,1,Sunny,93,Maize,Groundnut,9.323988048378615
West,Loam,788.7429964182573,29.95569011270549,1,Sunny,167,Cotton,Wheat,6.817534454401532
North,Silt,597.3362453102615,20.137758060014413,1,Sunny,119,Maize,Soybean,9.182168046174187
East,Silt,711.2800543743158,21.301829234791768,1,Sunny,113,Maize,Cowpea,9.661130209704439
West,Loam,511.9283786553538,23.617519680804556,1,Sunny,133,Barley,Pea,4.16024917369098
North,Silt,755.7124814582745,24.116504637752403,1,Sunny,98,Maize,Soybean,8.95541951403832
North,Loam,734.7762550942628,16.858973878512604,1,Sunny,145,Wheat,Pea,5.484755057975929
North,Clay,859.4695616175211,29.325397181235374,1,Rainy,118,Soybean,Sorghum,5.498842480370579
North,Clay,365.597196261195,24.064663482107413,1,Sunny,131,Barley,Mustard,3.1754912436138465
North,Sandy Loam,663.8232467399489,21.883512827914803,1,Rainy,105,Soybean,Maize,6.036229962730854
East,Sandy Loam,731.2371978004796,27.22981674477897,1,Sunny,172,Cotton,Soybean,6.817477432254823
West,Silt,637.8214982558111,23.348917010575946,1,Sunny,112,Maize,Cowpea,9.307242915650706
East,Loam,564.0777441282637,12.930446970348493,1,Sunny,159,Barley,Mustard,3.3039686282850624
West,Loam,348.2574720398055,24.29956114593886,1,Sunny,142,Wheat,Lentil,5.182183213021192
North,Clay,879.3755112798386,11.501955038467038,1,Sunny,187,Wheat,Lentil,4.419861633164632
West,Loam,592.1129039650089,22.649678759599286,1,Sunny,101,Maize,Soybean,8.67676015422211
East,Black Soil,1085.6443794133138,28.956001169051145,1,Sunny,150,Cotton,Soybean,7.013773685391683
East,Loam,703.7805815679103,24.756361973092766,1,Sunny,133,Soybean,Barley,6.035814720613532
East,Loam,675.5911065843779,19.338970307255984,1,Sunny,91,Maize,Soybean,9.479601738354654
West,Loam,515.5604268605522,20.674077822494006,1,Sunny,115,Maize,Cowpea,9.29411506199988
East,Loam,1169.8472088238611,28.278711615825184,1,Sunny,156,Cotton,Groundnut,7.521794805436196
West,Sandy Loam,458.3723063344964,22.161397545057,1,Sunny,139,Barley,Lentil,4.725983177890569
South,Sandy Loam,764.5166780209748,34.66816425839784,1,Sunny,173,Cotton,Groundnut,6.330781229582147
North,Loam,653.0028464998345,20.13949693564321,1,Sunny,160,Barley,Lentil,3.31337071371347
South,Loam,613.4331994328861,17.61835642039096,1,Sunny,198,Wheat,Chickpea,5.064539952313581
South,Loam,1210.743445692133,29.2767920752728,1,Rainy,120,Rice,Mustard,7.849447467369911
South,Sandy Loam,674.5598993179703,32.93181421289116,1,Sunny,155,Cotton,Groundnut,7.267422438499772
North,Loam,1374.8410665384486,29.71694421636093,1,Rainy,107,Rice,Green Gram,8.449753948354722
South,Loam,711.3693188259768,19.127360964193787,1,Sunny,119,Maize,Cowpea,8.535225850743672
South,Clay,1153.3083448545274,24.806132375783697,1,Rainy,168,Rice,Lentil,7.534744038856508
North,Clay,765.6083269078185,12.414430483050914,1,Sunny,157,Wheat,Pea,5.642485094006799
West,Silt,601.5792062620018,18.100413705501193,1,Sunny,117,Maize,Sweet Potato,8.60562356267565
East,Loam,816.373912346442,10.25471538085296,1,Sunny,142,Wheat,Mustard,5.593927922843228
West,Sandy Loam,563.4801212737967,23.21608696026238,1,Rainy,139,Soybean,Wheat,6.07122134745327
North,Clay,746.2441404819335,15.838752423635274,1,Sunny,128,Wheat,Lentil,5.785653182704193
North,Loam,631.9548596043026,15.786477578592542,1,Sunny,147,Wheat,Pea,4.946876539162187
East,Black Soil,1113.0853114446445,30.928510280587137,1,Sunny,150,Cotton,Wheat,7.235289709181771
West,Sandy Loam,997.8755406329994,27.410901495373547,1,Sunny,166,Cotton,Soybean,7.20873507369013
South,Silt,647.1612011487235,20.404414805176284,1,Sunny,93,Maize,Sweet Potato,8.783480560203053
North,Loam,372.17628038359635,16.944070435661875,1,Sunny,168,Barley,Pea,3.9693752472402397
East,Clay,631.6882075767464,15.745541733873578,1,Sunny,179,Barley,Lentil,3.738194710993339
East,Clay,617.4351472316432,17.363749215368752,1,Sunny,164,Barley,Mustard,4.284627676820088
West,Loam,1804.9336919472962,26.363733000922007,1,Rainy,148,Rice,Lentil,7.623930754436705
South,Loam,820.4390835229516,11.589135812197362,1,Sunny,173,Wheat,Soybean,5.514750139229329
South,Silt,709.462548935702,18.966142945400826,1,Sunny,110,Maize,Soybean,9.077899583670062
North,Sandy Loam,639.8628565968528,26.15277991281757,1,Sunny,152,Cotton,Groundnut,6.704064394916214
North,Loam,862.6539173607916,19.84572395521436,1,Sunny,191,Wheat,Chickpea,4.488862881988603
South,Loam,760.5085614500119,21.972988398984718,1,Rainy,98,Soybean,Sorghum,6.119020874990129
West,Loam,772.1458231148629,20.240568467337738,1,Sunny,98,Soybean,Wheat,5.97030876405822
South,Loam,321.3945863020212,23.653492152302675,1,Sunny,209,Wheat,Mustard,5.149739677248457
South,Clay,592.2256766178041,10.11890168002313,1,Sunny,207,Wheat,Pea,4.911030674139774
North,Clay,685.6982237541619,13.8521470082965,1,Sunny,136,Wheat,Pea,5.476483705012047
West,Loam,690.6942785482602,26.322741377775436,1,Sunny,160,Cotton,Green Gram,7.36373165459467
West,Loam,1004.0794326738248,24.666682071494414,1,Rainy,160,Rice,Mustard,8.314009761506314
North,Sandy Loam,545.1389863517018,21.699203385737277,1,Sunny,179,Barley,Chickpea,3.748322458957669
West,Silt,1254.2035445899062,27.063332010916834,1,Rainy,178,Rice,Mustard,7.600278457830802
North,Sandy Loam,1183.470881437463,30.304442214738383,1,Sunny,155,Cotton,Wheat,7.918163348179974
East,Clay,825.6450492631232,11.033995917611543,1,Sunny,164,Wheat,Mustard,4.4284048634282005
West,Loam,735.0079237462209,28.893734517677068,1,Sunny,107,Soybean,Sorghum,5.785699962182854
North,Clay,439.52759686605026,23.430672284794785,1,Sunny,175,Wheat,Pea,5.037394447045808
West,Loam,680.9522762130454,29.247001582639957,1,Rainy,96,Soybean,Barley,5.97236490029014
East,Loam,1298.9120412044165,21.422266627430872,1,Rainy,92,Rice,Lentil,7.38432446254587
West,Silt,636.7149036462608,22.586158717434373,1,Sunny,107,Maize,Groundnut,9.71171476045425
South,Loam,529.3941868341278,28.64102105457129,1,Rainy,145,Soybean,Barley,5.927531429331998
South,Clay,749.0500735640824,27.803863820031765,1,Sunny,131,Soybean,Wheat,5.513431265400879
East,Clay,591.8668389530906,23.006221651722054,1,Sunny,121,Barley,Chickpea,3.593799868023645
West,Clay,797.8647848544558,24.143350920035388,1,Sunny,192,Wheat,Lentil,4.958210780669145
North,Loam,830.7805548138988,31.015437846175978,1,Sunny,173,Cotton,Soybean,6.599590211359161
West,Sandy Loam,780.1660503283117,31.354334136569285,1,Sunny,164,Cotton,Green Gram,7.028089719426286
West,Sand,504.7935116078297,21.21836034275708,1,Sunny,101,Maize,Sweet Potato,8.611722285236793
West,Sand,724.7250924007899,25.293585871107958,1,Sunny,94,Maize,Potato,8.904332941477671
West,Loam,1881.1868264358523,26.95288863649163,1,Rainy,164,Rice,Green Gram,8.724044737066254
North,Loam,527.6049753622015,26.686952789945927,1,Sunny,102,Maize,Sweet Potato,9.23180326877617
South,Loam,430.2581878495475,16.852746127790063,1,Sunny,162,Barley,Lentil,4.186796146998766
East,Silt,1219.397768485278,31.59181708807191,1,Rainy,118,Rice,Green Gram,8.084323066745482
West,Sandy Loam,869.3604662648495,23.72102853650741,1,Rainy,113,Soybean,Wheat,6.3859313038158
South,Silt,764.0313924080979,26.417585620196753,1,Sunny,115,Maize,Cowpea,9.00547833239725
West,Clay,433.52239626985875,20.060010189807844,1,Sunny,137,Wheat,Mustard,5.703152512935702
East,Sandy Loam,681.1693742294874,21.62252744868503,1,Sunny,179,Barley,Mustard,4.115285943358235
South,Clay,376.6399691561724,17.08520579892818,1,Sunny,177,Wheat,Mustard,5.199293956310919
West,Sand,519.3662436340186,21.08067161404228,1,Sunny,109,Maize,Potato,8.22575125824528
North,Clay,827.1331114965897,26.01556762444608,1,Sunny,97,Soybean,Barley,6.460642153109138
North,Sandy Loam,1127.6961149676895,33.144451422960564,1,Sunny,156,Cotton,Wheat,6.874647636672961
West,Silt,528.6575518740859,21.677667769316386,1,Sunny,92,Maize,Potato,9.381498067208494
North,Loam,580.9541684448759,14.160030808346132,1,Sunny,177,Wheat,Chickpea,5.64692093084089
South,Loam,629.3123739557267,31.563983788884656,1,Sunny,164,Cotton,Wheat,6.483321596539251
South,Silt,755.1064348320809,19.541438552283545,1,Sunny,114,Maize,Potato,9.317003023323881
North,Silt,504.97324150567647,21.67889657683975,1,Sunny,111,Maize,Groundnut,9.549847667762943
North,Sand,624.9702173695318,25.268129451074017,1,Sunny,91,Maize,Potato,8.748158035858713
South,Loam,315.37026156720754,16.193081643214466,1,Sunny,138,Barley,Pea,3.914691780157609
West,Clay,418.57497442654267,15.251966162008703,1,Sunny,168,Barley,Mustard,3.796466797581851
West,Loam,756.7911047565512,26.82038992338324,1,Sunny,120,Soybean,Sorghum,5.953631561350539
West,Clay,1497.746162715744,29.372062200871476,1,Rainy,114,Rice,Chickpea,8.168455180428777
South,Loam,518.5007397844154,22.15315016119518,1,Sunny,108,Maize,Cowpea,8.694578337653123
East,Loam,1003.3664340716033,34.40835835852388,1,Rainy,148,Rice,Lentil,7.794458801477297
North,Silt,776.1219446089317,26.358582741762177,1,Sunny,117,Maize,Cowpea,9.232900909968158
North,Loam,1100.7317408687827,29.588303688475783,1,Sunny,168,Cotton,Groundnut,7.4722451966053836
North,Sandy Loam,757.5029215324291,32.240674813977016,1,Sunny,172,Cotton,Groundnut,6.303432235810896
West,Sandy Loam,725.3171469084123,26.14814952655636,1,Sunny,140,Soybean,Wheat,6.196634775559552
North,Sandy Loam,779.7034313996738,26.606202074220427,1,Sunny,167,Cotton,Wheat,7.597924804479054
North,Loam,684.1962221394874,25.88904451676785,1,Sunny,97,Maize,Potato,8.939194951470709
North,Loam,678.197905606572,18.29138072975429,1,Sunny,114,Maize,Groundnut,9.19454512429486
West,Loam,699.5906931711218,10.52627184586648,1,Sunny,170,Wheat,Lentil,5.124803483515418
West,Loam,486.74190956737107,21.675741969043457,1,Sunny,157,Wheat,Mustard,4.897995510467966
North,Sandy Loam,534.1815272628013,27.373061619762787,1,Rainy,101,Soybean,Sorghum,6.462521007929071
South,Loam,988.4677780187719,25.91949161451365,1,Sunny,173,Cotton,Green Gram,7.043980210080992
West,Loam,488.78751345174675,18.822237226370287,1,Sunny,147,Wheat,Lentil,5.7948825613005805
East,Loam,1086.1735381505664,34.31850780225825,1,Sunny,154,Cotton,Groundnut,6.653480265806187
North,Loam,512.1582919033892,29.579146016696168,1,Rainy,139,Soybean,Maize,5.728677569510087
North,Loam,780.7009130353647,23.287030282324196,1,Sunny,143,Wheat,Pea,5.217728051936959
West,Clay,797.6731675898062,11.9680369679164,1,Sunny,131,Wheat,Pea,4.956268227777054
West,Black Soil,1165.593559662224,31.79638366057491,1,Sunny,154,Cotton,Groundnut,6.487198852430608
South,Clay,687.3002481428712,24.51713119919991,1,Sunny,145,Barley,Mustard,4.301828061575202
North,Silt,1525.678519171082,31.246401324747886,1,Rainy,116,Rice,Lentil,7.477102659047313
West,Sand,694.6942181594558,18.16690316650326,1,Sunny,111,Maize,Groundnut,9.313294541116878
West,Loam,647.3006528797903,28.590002829433704,1,Sunny,112,Soybean,Sorghum,5.913631945089562
East,Clay,288.9382171290008,15.142065365366747,1,Sunny,134,Barley,Lentil,4.699720068357664
West,Black Soil,797.6520816848608,30.573577256706514,1,Sunny,152,Cotton,Wheat,6.9110848607578825
North,Clay,592.7479523321642,20.987717618253285,1,Sunny,162,Barley,Lentil,4.764786653153086
East,Sandy Loam,762.1709630053774,32.39880449846874,1,Sunny,162,Cotton,Green Gram,7.119296583152518
North,Loam,856.9106187499249,13.813078233791476,1,Sunny,205,Wheat,Lentil,5.0880621610420205
East,Loam,882.2957356592481,12.558635970844662,1,Sunny,202,Wheat,Pea,5.204875853580507
North,Sand,694.5104776272328,20.144872369794893,1,Sunny,108,Maize,Soybean,8.788262536912349
West,Sand,798.7485122974233,24.601904074341537,1,Sunny,110,Maize,Cowpea,9.4760223826901
South,Sandy Loam,878.3767416813714,25.19907963559442,1,Rainy,112,Soybean,Wheat,6.378538425053125
North,Sand,674.5323265752643,20.235381695280577,1,Sunny,118,Maize,Sweet Potato,9.105785587053589
East,Loam,845.45367316302,14.529211417541639,1,Sunny,132,Wheat,Lentil,4.472684221542052
